beam,1974,review,100887469,Readability
incubator-mxnet,16790,review,345358591,PoorPerformance
spark,6059,comment,101015161,PoorTesting
incubator-dolphinscheduler,4896,review,584050628,NotSATD
airflow,730,review,85289615,Duplicate
trafficserver,3903,comment,402768113,NotSATD
spark,5511,description,0,BugProne
spark,25785,comment,531497209,BugProne
kafka,7994,review,373361209,Readability
incubator-pinot,4777,review,344013968,BugProne
ozone,1503,review,506851310,Duplicate
spark,28038,review,402528402,PoorPerformance
airflow,14219,review,584775664,PoorTesting
incubator-mxnet,18560,description,0,PoorTesting
trafficserver,347,summary,0,Duplicate
dubbo,4526,review,303318487,Duplicate
tinkerpop,1308,review,512632352,MissingDocs
ignite,7851,review,430399878,NotSATD
hudi,1274,review,370818776,ArchitecturalFlaw
helix,1472,comment,710682396,PoorPerformance
zookeeper,904,review,274872856,BugProne
incubator-mxnet,12918,review,227170725,BugProne
flink,10017,review,349058826,DeadDocs
incubator-heron,2295,description,0,NotSATD
spark,26682,review,371318137,NotSATD
spark,12474,comment,211507927,ArchitecturalFlaw
carbondata,240,review,84475433,NotSATD
spark,19911,review,155335791,NotSATD
reef,1473,review,198332781,MissingDocs
spark,11236,comment,189069233,NotSATD
zeppelin,3897,description,0,DeadCode
systemds,1023,comment,728301245,Convention
spark,31296,review,562868528,BugProne
airflow,1352,comment,309399231,Duplicate
helix,1208,review,464529958,DeadCode
arrow,2890,review,230019538,DeadDocs
druid,3570,review,87488947,NotSATD
spark,1541,comment,49855865,PoorPerformance
incubator-heron,1969,review,122385823,Readability
flink,938,comment,125751865,NotSATD
parquet-mr,150,comment,90990009,MissingDocs
daffodil,408,review,488125346,Readability
calcite,1584,review,347069363,ArchitecturalFlaw
spark,158,review,11264777,Readability
spark,23943,review,264538235,DeadCode
superset,6519,comment,448402012,PoorPerformance
pulsar,9246,comment,775491410,NotSATD
spark,16280,review,92527834,ArchitecturalFlaw
flink,13135,review,475413540,Convention
flink,10388,comment,561631987,PoorTesting
geode,4189,comment,544634796,PoorTesting
beam,13435,comment,747291549,NotSATD
spark,8744,review,39581040,DeadCode
spark,4525,review,24634640,BugProne
incubator-mxnet,11076,description,0,PoorPerformance
hadoop,840,comment,499279608,Readability
spark,13078,summary,0,Readability
kylin,961,review,352444230,Convention
spark,9297,review,46203981,BugProne
spark,28841,review,463960973,PoorTesting
spark,16944,review,103047268,DeadCode
hudi,2127,review,499304054,Duplicate
guacamole-client,122,review,161413980,Readability
spark,9682,summary,0,DeadCode
cloudstack,4574,comment,763102959,BugProne
flink,10454,review,355092999,DeadCode
brooklyn-server,144,comment,222313156,PoorTesting
kafka,8105,review,379594069,PoorPerformance
spark,15963,review,88906249,Readability
arrow,9397,review,571604769,ArchitecturalFlaw
spark,22006,review,207876249,Convention
hadoop,2674,comment,781282914,Convention
incubator-mxnet,10819,summary,0,PoorTesting
arrow,1804,comment,377119109,Readability
spark,26138,description,0,NotSATD
druid,4754,review,152706384,ArchitecturalFlaw
druid,1899,summary,0,MissingDocs
flink,11403,review,392897158,Convention
kafka,3575,review,129764370,Convention
cassandra,730,review,485793488,Readability
incubator-heron,3479,comment,626232335,BugProne
incubator-mxnet,9552,review,176825148,BugProne
camel,3171,review,324231977,PoorOutput
flink,15045,description,0,Convention
airflow,1830,review,90948950,Readability
hudi,2106,review,503737912,Convention
druid,5632,review,180936341,MissingDocs
incubator-pagespeed-ngx,1028,review,43148618,DeadDocs
incubator-pinot,2068,review,149484084,MissingDocs
spark,19041,review,163041732,Convention
arrow,467,review,109291184,NotSATD
arrow,898,review,130206222,BugProne
skywalking,4987,comment,652475825,PoorPerformance
storm,1480,comment,226404728,ArchitecturalFlaw
reef,1054,review,68419655,Duplicate
spark,28163,description,0,PoorPerformance
daffodil,291,review,348540375,ArchitecturalFlaw
cloudstack,1224,comment,164271374,Convention
kafka,6762,review,286572482,DeadDocs
storm,2241,review,129494647,NotSATD
rocketmq,64,comment,280278200,PoorTesting
arrow,2623,review,220653441,BugProne
incubator-mxnet,12426,description,0,PoorOutput
kafka,6163,review,252942686,Convention
beam,2330,review,112816993,DeadCode
spark,2933,review,19377630,BugProne
thrift,448,comment,183605715,ArchitecturalFlaw
spark,19460,review,143571046,NotSATD
kafka,8402,comment,609450055,PoorTesting
kafka,10039,review,571271791,ArchitecturalFlaw
pulsar,2101,review,202403205,Readability
spark,6558,review,31485428,MissingDocs
pulsar,6196,review,374325392,NonCodeArtifact
spark,1270,review,17257206,PoorPerformance
incubator-mxnet,3781,comment,260116824,Duplicate
tvm,2292,review,241858156,BugProne
flink,10358,comment,561655258,PoorPerformance
arrow,5508,comment,535832777,PoorPerformance
arrow,4322,comment,493617041,ArchitecturalFlaw
gobblin,1106,review,70877402,BugProne
nifi,1800,comment,303611024,Convention
flink,8438,review,287425587,PoorTesting
ignite,5635,review,241036804,BugProne
spark,22847,review,228600757,PoorPerformance
spark,30204,review,516533952,Duplicate
qpid-dispatch,1097,review,608990009,Readability
lucene-solr,2423,review,581247428,BugProne
kafka,3530,review,130078682,PoorTesting
pulsar,43,review,80817924,BugProne
arrow,66,review,64469901,ArchitecturalFlaw
incubator-pinot,141,review,65645131,NotSATD
kafka,7908,summary,0,DeadDocs
kafka,3662,review,132859349,NotSATD
ignite,4970,summary,0,PoorTesting
kafka,764,review,51615946,ArchitecturalFlaw
kafka,6239,review,256163993,PoorTesting
incubator-heron,3123,review,242657195,Convention
spark,1285,comment,47998047,PoorTesting
superset,10473,review,466556166,DeadCode
hadoop,575,review,264257746,Readability
cloudstack,4448,comment,724618330,ArchitecturalFlaw
spark,20619,description,0,BugProne
spark,2907,review,19663363,NotSATD
guacamole-client,511,review,602658052,PoorTesting
druid,2524,review,81665494,ArchitecturalFlaw
arrow,9626,review,587325457,BugProne
spark,18986,comment,323618879,ArchitecturalFlaw
spark,3165,comment,62288954,MissingDocs
iceberg,1128,review,443691512,DeadCode
nifi-minifi-cpp,788,review,428031207,DeadCode
gobblin,1862,description,0,PoorPerformance
helix,478,review,325376537,DeadCode
parquet-mr,456,review,170675141,BugProne
beam,12938,review,550847398,Convention
druid,5418,review,179293634,DeadCode
airflow,12383,review,524536973,BugProne
spark,7842,review,43212805,Convention
spark,18887,review,140699378,PoorTesting
spark,8785,review,48715367,PoorPerformance
spark,21200,review,185664585,BugProne
kafka,2929,review,113856373,DeadCode
hive,767,description,0,ArchitecturalFlaw
nifi,4753,review,561119292,Convention
spark,22375,review,217495874,BugProne
kafka,1664,review,77421658,ArchitecturalFlaw
lucene-solr,2200,review,556698348,PoorTesting
spark,9867,review,46597229,DeadCode
spark,25651,comment,534813380,Convention
flink,8136,description,0,DeadCode
carbondata,3136,comment,468114436,MissingDocs
kafka,5068,review,191512386,BugProne
openwhisk-wskdeploy,103,description,0,ArchitecturalFlaw
spark,29403,review,496341174,PoorTesting
spark,22197,review,212812755,Readability
incubator-mxnet,12768,comment,428218284,PoorTesting
pulsar,2241,description,0,BugProne
kafka,6363,review,280294974,ArchitecturalFlaw
spark,22878,review,241273157,Readability
hadoop,1900,comment,601190652,NotSATD
kafka,6363,review,278752888,ArchitecturalFlaw
hadoop,885,review,289591884,Convention
spark,22646,review,223168936,PoorOutput
spark,2761,comment,58776141,Readability
druid,3788,comment,268051850,PoorTesting
hawq,392,review,54617226,Convention
helix,1663,review,588774064,PoorTesting
tvm,7314,description,0,PoorPerformance
samza,235,review,124903942,Readability
calcite,1825,review,383130171,PoorPerformance
camel,4496,description,0,BugProne
incubator-mxnet,13654,review,241911517,MissingDocs
spark,19763,review,152914613,BugProne
jmeter,337,description,0,BugProne
hbase,1627,review,418984035,DeadCode
incubator-mxnet,15161,review,292706143,DeadCode
airflow,7516,review,383040768,PoorPerformance
incubator-mxnet,17808,comment,605590914,PoorTesting
incubator-pinot,5700,review,459633576,DeadCode
accumulo,1330,review,316892853,Convention
iceberg,2294,review,596510752,Readability
carbondata,3584,review,389603171,BugProne
spark,29715,comment,692354511,ArchitecturalFlaw
daffodil,3,review,148564978,NotSATD
incubator-mxnet,8302,review,155828922,MissingDocs
cloudstack,1740,comment,353858935,BugProne
spark,26594,review,353931395,Readability
spark,31721,review,589378403,Convention
airflow,11541,review,507190029,Readability
flink,439,comment,76031299,PoorOutput
spark,7046,summary,0,Readability
storm,2433,review,152902841,Duplicate
spark,1561,comment,50182962,NotSATD
spark,708,summary,0,PoorOutput
madlib,425,comment,519652224,MissingDocs
samza,347,review,180646742,PoorTesting
incubator-heron,81,review,51090091,DeadCode
incubator-mxnet,13145,description,0,MissingDocs
spark,29728,review,487921098,Readability
nifi-minifi-cpp,74,review,109758278,DeadCode
spark,25048,review,300427664,BugProne
beam,3936,review,142818337,PoorPerformance
flink,9890,review,335896695,Convention
cloudstack,1519,comment,215347296,PoorTesting
druid,2231,comment,173443345,ArchitecturalFlaw
arrow,9356,review,580411319,PoorPerformance
tvm,3531,review,305483155,PoorOutput
spark,6593,description,0,DeadDocs
samza,103,review,109215517,PoorTesting
accumulo,484,review,188314105,DeadCode
accumulo,1995,review,607994959,PoorOutput
cloudstack,2699,review,194376281,MissingDocs
spark,5400,review,27923456,Convention
gobblin,104,comment,95396477,Convention
flink,1813,comment,229693884,MissingDocs
gobblin,2656,review,292076607,MissingDocs
kafka,4138,description,0,PoorTesting
spark,9193,review,42587435,Readability
beam,1230,comment,260433002,PoorTesting
beam,9730,review,331592994,BugProne
hbase,1077,review,368823636,MissingDocs
spark,29402,description,0,BugProne
beam,6707,review,229053783,NotSATD
kafka,2492,review,100844023,DeadDocs
couchdb,3015,review,488882226,MissingDocs
arrow,5213,review,318643171,MissingDocs
flink,6076,review,190841926,Readability
apisix,2329,review,495666587,DeadCode
nifi,71,comment,130314880,BugProne
airflow,10346,summary,0,PoorOutput
kafka,8883,summary,0,PoorTesting
zookeeper,684,review,238789004,MissingDocs
flink,9363,description,0,ArchitecturalFlaw
kafka,6680,description,0,BugProne
spark,17130,review,104006906,NotSATD
trafficserver,7279,description,0,PoorOutput
trafficserver,6001,comment,539771774,MissingDocs
arrow,7507,review,562065051,Convention
openwhisk,4031,review,255882825,PoorTesting
spark,11006,comment,178279347,Convention
zookeeper,1417,comment,665952705,Convention
spark,22960,review,231413853,DeadCode
thrift,1039,comment,238129818,PoorTesting
flink,12176,review,426165664,DeadCode
dubbo,4655,summary,0,Convention
apisix,336,summary,0,DeadCode
bookkeeper,1059,description,0,Convention
trafficserver,3322,review,176559777,Readability
incubator-mxnet,10900,review,188720460,ArchitecturalFlaw
kafka,4691,description,0,PoorOutput
nifi,1036,review,81411506,PoorPerformance
cloudstack,1295,description,0,BugProne
tajo,674,summary,0,DeadCode
nifi,1918,review,122836798,Readability
incubator-pinot,4387,review,300516190,MissingDocs
zookeeper,1328,summary,0,Readability
incubator-heron,1893,description,0,Duplicate
beam,4080,review,150063020,DeadCode
phoenix,933,review,510479056,Convention
systemds,204,review,73768209,PoorOutput
carbondata,3769,description,0,NotSATD
activemq-artemis,2427,review,232558150,ArchitecturalFlaw
parquet-mr,227,summary,0,DeadCode
spark,22094,description,0,BugProne
beam,92,review,58796896,PoorTesting
spark,224,comment,38748839,PoorPerformance
activemq-artemis,2241,comment,412575863,ArchitecturalFlaw
incubator-brooklyn,910,review,41485190,MissingDocs
spark,9432,comment,154740151,DeadCode
kafka,2143,review,94173222,PoorTesting
ignite,6420,review,273863106,Convention
kafka,9318,review,495932581,DeadCode
spark,15172,review,83513326,Convention
flink,11794,comment,619004787,PoorOutput
kafka,683,comment,167010840,ArchitecturalFlaw
airflow,13929,review,570530609,Convention
spark,9773,comment,157865029,PoorTesting
fineract,726,comment,596234596,BugProne
geode-native,288,review,185342808,Readability
spark,10152,review,46763785,MissingDocs
spark,22071,review,209714362,ArchitecturalFlaw
lucene-solr,1802,comment,683374849,NotSATD
flink,6170,review,195824665,Convention
ambari,1646,review,199117523,DeadCode
ignite,2941,summary,0,BugProne
spark,29104,review,459576703,MissingDocs
airflow,5847,comment,523869438,Convention
trafficserver,6609,review,419565115,Convention
beam,7237,comment,447180932,Convention
flink,10753,description,0,MissingDocs
accumulo,221,description,0,PoorOutput
druid,1265,review,27927153,Readability
kafka,9998,review,569278561,DeadCode
madlib,243,description,0,NotSATD
kafka,3765,review,144588126,Convention
lucene-solr,133,summary,0,PoorPerformance
lucene-solr,1303,review,387662567,DeadDocs
arrow,4542,review,293670228,PoorPerformance
drill,159,review,39804781,PoorTesting
kafka,5379,review,204563539,Convention
spark,9399,review,43590281,MissingDocs
nutch,484,comment,555061506,PoorTesting
drill,520,review,106658488,BugProne
spark,5434,comment,92291279,PoorOutput
beam,1706,review,95843283,Readability
beam,4185,review,153627791,MissingDocs
camel-quarkus,570,review,360695073,ArchitecturalFlaw
arrow,4258,comment,490781968,PoorPerformance
tinkerpop,141,review,44267313,Readability
nifi,4369,review,452304677,Readability
tinkerpop,1309,comment,677678867,Convention
gobblin,2788,review,351428413,Readability
incubator-pinot,4047,review,288787662,DeadDocs
spark,228,comment,39641216,NotSATD
airflow,12096,review,517611582,PoorPerformance
iceberg,1669,comment,718305151,PoorPerformance
spark,4214,review,25109930,MissingDocs
flink,13595,comment,719467007,PoorTesting
spark,28370,comment,628792196,BugProne
incubator-doris,5219,review,559096882,PoorOutput
tvm,4251,summary,0,PoorOutput
kafka,5221,comment,399157359,PoorPerformance
trafficcontrol,4959,review,470844261,ArchitecturalFlaw
spark,17459,review,118818160,Readability
hbase,809,review,344314816,PoorOutput
kafka,6234,comment,462503916,PoorTesting
spark,21356,review,189349209,DeadCode
carbondata,2878,summary,0,PoorOutput
flink,9082,review,340395215,PoorOutput
druid,7647,review,283550456,Readability
kafka,7984,review,372683286,ArchitecturalFlaw
druid,2806,review,59071300,Duplicate
spark,19495,review,144992379,Readability
airflow,1435,comment,215288030,PoorPerformance
beam,12241,review,454528596,MissingDocs
geode-native,615,review,443683084,Convention
ambari,2707,description,0,PoorTesting
hudi,360,comment,377576044,NotSATD
tvm,1716,summary,0,MissingDocs
druid,2683,comment,198480289,MissingDocs
spark,23260,comment,446345304,ArchitecturalFlaw
